id,season,city,date,team1,team2,toss_winner,toss_decision,result,dl_applied,winner,win_by_runs,win_by_wickets,player_of_match,venue,umpire1,umpire2,umpire3,summary
572,2015,Hyderabad,2015-05-17,Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,bat,normal,0,Mumbai Indians,0,9,MJ McClenaghan,"Rajiv Gandhi International Stadium, Uppal",CB Gaffaney,K Srinath,,"the match was played in the city of Hyderabad. the match took place inside Rajiv Gandhi International Stadium, Uppal. Sunrisers Hyderabad decided to bat after winning the toss. the match was won by Mumbai Indians. the team won with 9 wickets to spare. MJ McClenaghan took home the man of the match. "
573,2015,Mumbai,2015-05-19,Mumbai Indians,Chennai Super Kings,Mumbai Indians,bat,normal,0,Mumbai Indians,25,0,KA Pollard,Wankhede Stadium,HDPK Dharmasena,RK Illingworth,,the match was played in the city of Mumbai. the match took place inside Wankhede Stadium. the toss was won by Mumbai Indians and they chose to bat. Mumbai Indians emerged victorious. the team won by 25 runs. KA Pollard took home the man of the match. 
574,2015,Pune,2015-05-20,Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore,bat,normal,0,Royal Challengers Bangalore,71,0,AB de Villiers,Maharashtra Cricket Association Stadium,AK Chaudhary,C Shamshuddin,,the match was played in the city of Pune. the match took place inside Maharashtra Cricket Association Stadium. the toss was won by Royal Challengers Bangalore and they chose to bat. Royal Challengers Bangalore emerged victorious. the team won by 71 runs. the man of the match was AB de Villiers. 
575,2015,Ranchi,2015-05-22,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,0,3,A Nehra,JSCA International Stadium Complex,AK Chaudhary,CB Gaffaney,,the city of Ranchi was the host for match. the match took place inside JSCA International Stadium Complex. Chennai Super Kings decided to field after winning the toss. the match was won by Chennai Super Kings. the team won with 3 wickets to spare. A Nehra took home the man of the match. 
576,2015,Kolkata,2015-05-24,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,normal,0,Mumbai Indians,41,0,RG Sharma,Eden Gardens,HDPK Dharmasena,RK Illingworth,,the city of Kolkata was the host for match. the venue for this match was Eden Gardens. Chennai Super Kings decided to field after winning the toss. Mumbai Indians emerged victorious. the team won by 41 runs. the man of the match was RG Sharma. 
577,2016,Mumbai,2016-04-09,Mumbai Indians,Rising Pune Supergiants,Mumbai Indians,bat,normal,0,Rising Pune Supergiants,0,9,AM Rahane,Wankhede Stadium,HDPK Dharmasena,CK Nandan,,the match was played in the city of Mumbai. the venue for this match was Wankhede Stadium. Mumbai Indians decided to bat after winning the toss. the match was won by Rising Pune Supergiants. the team won with 9 wickets to spare. AM Rahane took home the man of the match. 
578,2016,Kolkata,2016-04-10,Delhi Daredevils,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,9,AD Russell,Eden Gardens,S Ravi,C Shamshuddin,,the match was played in the city of Kolkata. the match took place inside Eden Gardens. the toss was won by Kolkata Knight Riders and they chose to field. Kolkata Knight Riders emerged victorious. the team won with 9 wickets to spare. the man of the match was AD Russell. 
579,2016,Chandigarh,2016-04-11,Kings XI Punjab,Gujarat Lions,Gujarat Lions,field,normal,0,Gujarat Lions,0,5,AJ Finch,"Punjab Cricket Association IS Bindra Stadium, Mohali",AK Chaudhary,VA Kulkarni,,"the match was played in the city of Chandigarh. the match took place inside Punjab Cricket Association IS Bindra Stadium, Mohali. the toss was won by Gujarat Lions and they chose to field. the match was won by Gujarat Lions. the team won with 5 wickets to spare. AJ Finch took home the man of the match. "
580,2016,Bangalore,2016-04-12,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Royal Challengers Bangalore,45,0,AB de Villiers,M Chinnaswamy Stadium,HDPK Dharmasena,VK Sharma,,the match was played in the city of Bangalore. the match took place inside M Chinnaswamy Stadium. Sunrisers Hyderabad decided to field after winning the toss. Royal Challengers Bangalore emerged victorious. the team won by 45 runs. AB de Villiers took home the man of the match. 
581,2016,Kolkata,2016-04-13,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,0,6,RG Sharma,Eden Gardens,Nitin Menon,S Ravi,,the city of Kolkata was the host for match. the venue for this match was Eden Gardens. the toss was won by Mumbai Indians and they chose to field. Mumbai Indians emerged victorious. the team won with 6 wickets to spare. the man of the match was RG Sharma. 
582,2016,Rajkot,2016-04-14,Rising Pune Supergiants,Gujarat Lions,Rising Pune Supergiants,bat,normal,0,Gujarat Lions,0,7,AJ Finch,Saurashtra Cricket Association Stadium,VA Kulkarni,CK Nandan,,the match was played in the city of Rajkot. the match took place inside Saurashtra Cricket Association Stadium. the toss was won by Rising Pune Supergiants and they chose to bat. the match was won by Gujarat Lions. the team won with 7 wickets to spare. the man of the match was AJ Finch. 
583,2016,Delhi,2016-04-15,Kings XI Punjab,Delhi Daredevils,Delhi Daredevils,field,normal,0,Delhi Daredevils,0,8,A Mishra,Feroz Shah Kotla,S Ravi,C Shamshuddin,,the city of Delhi was the host for match. the match took place inside Feroz Shah Kotla. Delhi Daredevils decided to field after winning the toss. the match was won by Delhi Daredevils. the team won with 8 wickets to spare. A Mishra took home the man of the match. 
584,2016,Hyderabad,2016-04-16,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,bat,normal,0,Kolkata Knight Riders,0,8,G Gambhir,"Rajiv Gandhi International Stadium, Uppal",AK Chaudhary,CK Nandan,,"the match was played in the city of Hyderabad. the venue for this match was Rajiv Gandhi International Stadium, Uppal. the toss was won by Sunrisers Hyderabad and they chose to bat. Kolkata Knight Riders emerged victorious. the team won with 8 wickets to spare. the man of the match was G Gambhir. "
585,2016,Mumbai,2016-04-16,Mumbai Indians,Gujarat Lions,Gujarat Lions,field,normal,0,Gujarat Lions,0,3,AJ Finch,Wankhede Stadium,HDPK Dharmasena,VK Sharma,,the match was played in the city of Mumbai. the venue for this match was Wankhede Stadium. the toss was won by Gujarat Lions and they chose to field. Gujarat Lions emerged victorious. the team won with 3 wickets to spare. the man of the match was AJ Finch. 
586,2016,Chandigarh,2016-04-17,Rising Pune Supergiants,Kings XI Punjab,Rising Pune Supergiants,bat,normal,0,Kings XI Punjab,0,6,M Vohra,"Punjab Cricket Association IS Bindra Stadium, Mohali",S Ravi,C Shamshuddin,,"the match was played in the city of Chandigarh. the match took place inside Punjab Cricket Association IS Bindra Stadium, Mohali. the toss was won by Rising Pune Supergiants and they chose to bat. Kings XI Punjab emerged victorious. the team won with 6 wickets to spare. M Vohra took home the man of the match. "
587,2016,Bangalore,2016-04-17,Royal Challengers Bangalore,Delhi Daredevils,Delhi Daredevils,field,normal,0,Delhi Daredevils,0,7,Q de Kock,M Chinnaswamy Stadium,VA Kulkarni,A Nand Kishore,,the match was played in the city of Bangalore. the match took place inside M Chinnaswamy Stadium. Delhi Daredevils decided to field after winning the toss. the match was won by Delhi Daredevils. the team won with 7 wickets to spare. the man of the match was Q de Kock. 
588,2016,Hyderabad,2016-04-18,Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Sunrisers Hyderabad,0,7,DA Warner,"Rajiv Gandhi International Stadium, Uppal",HDPK Dharmasena,VK Sharma,,"the match was played in the city of Hyderabad. the venue for this match was Rajiv Gandhi International Stadium, Uppal. Sunrisers Hyderabad decided to field after winning the toss. the match was won by Sunrisers Hyderabad. the team won with 7 wickets to spare. the man of the match was DA Warner. "
589,2016,Chandigarh,2016-04-19,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,6,RV Uthappa,"Punjab Cricket Association IS Bindra Stadium, Mohali",S Ravi,C Shamshuddin,,"the match was played in the city of Chandigarh. the venue for this match was Punjab Cricket Association IS Bindra Stadium, Mohali. Kolkata Knight Riders decided to field after winning the toss. Kolkata Knight Riders emerged victorious. the team won with 6 wickets to spare. RV Uthappa took home the man of the match. "
590,2016,Mumbai,2016-04-20,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,0,6,RG Sharma,Wankhede Stadium,AK Chaudhary,CK Nandan,,the match was played in the city of Mumbai. the match took place inside Wankhede Stadium. the toss was won by Mumbai Indians and they chose to field. Mumbai Indians emerged victorious. the team won with 6 wickets to spare. RG Sharma took home the man of the match. 
591,2016,Rajkot,2016-04-21,Gujarat Lions,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Sunrisers Hyderabad,0,10,B Kumar,Saurashtra Cricket Association Stadium,K Bharatan,HDPK Dharmasena,,the match was played in the city of Rajkot. the match took place inside Saurashtra Cricket Association Stadium. Sunrisers Hyderabad decided to field after winning the toss. Sunrisers Hyderabad emerged victorious. the team won with 10 wickets to spare. B Kumar took home the man of the match. 
592,2016,Pune,2016-04-22,Royal Challengers Bangalore,Rising Pune Supergiants,Rising Pune Supergiants,field,normal,0,Royal Challengers Bangalore,13,0,AB de Villiers,Maharashtra Cricket Association Stadium,CB Gaffaney,VK Sharma,,the match was played in the city of Pune. the venue for this match was Maharashtra Cricket Association Stadium. Rising Pune Supergiants decided to field after winning the toss. the match was won by Royal Challengers Bangalore. the team won by 13 runs. AB de Villiers took home the man of the match. 
593,2016,Delhi,2016-04-23,Delhi Daredevils,Mumbai Indians,Mumbai Indians,field,normal,0,Delhi Daredevils,10,0,SV Samson,Feroz Shah Kotla,S Ravi,C Shamshuddin,,the match was played in the city of Delhi. the venue for this match was Feroz Shah Kotla. Mumbai Indians decided to field after winning the toss. the match was won by Delhi Daredevils. the team won by 10 runs. SV Samson took home the man of the match. 
594,2016,Hyderabad,2016-04-23,Kings XI Punjab,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Sunrisers Hyderabad,0,5,Mustafizur Rahman,"Rajiv Gandhi International Stadium, Uppal",AK Chaudhary,CK Nandan,,"the match was played in the city of Hyderabad. the match took place inside Rajiv Gandhi International Stadium, Uppal. Sunrisers Hyderabad decided to field after winning the toss. the match was won by Sunrisers Hyderabad. the team won with 5 wickets to spare. the man of the match was Mustafizur Rahman. "
595,2016,Rajkot,2016-04-24,Royal Challengers Bangalore,Gujarat Lions,Royal Challengers Bangalore,bat,normal,0,Gujarat Lions,0,6,V Kohli,Saurashtra Cricket Association Stadium,K Bharatan,BNJ Oxenford,,the match was played in the city of Rajkot. the venue for this match was Saurashtra Cricket Association Stadium. Royal Challengers Bangalore decided to bat after winning the toss. the match was won by Gujarat Lions. the team won with 6 wickets to spare. V Kohli took home the man of the match. 
596,2016,Pune,2016-04-24,Rising Pune Supergiants,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,2,SA Yadav,Maharashtra Cricket Association Stadium,CB Gaffaney,A Nand Kishore,,the match was played in the city of Pune. the venue for this match was Maharashtra Cricket Association Stadium. Kolkata Knight Riders decided to field after winning the toss. the match was won by Kolkata Knight Riders. the team won with 2 wickets to spare. SA Yadav took home the man of the match. 
597,2016,Chandigarh,2016-04-25,Mumbai Indians,Kings XI Punjab,Kings XI Punjab,field,normal,0,Mumbai Indians,25,0,PA Patel,"Punjab Cricket Association IS Bindra Stadium, Mohali",Nitin Menon,RJ Tucker,,"the city of Chandigarh was the host for match. the venue for this match was Punjab Cricket Association IS Bindra Stadium, Mohali. Kings XI Punjab decided to field after winning the toss. Mumbai Indians emerged victorious. the team won by 25 runs. the man of the match was PA Patel. "
598,2016,Hyderabad,2016-04-26,Sunrisers Hyderabad,Rising Pune Supergiants,Rising Pune Supergiants,field,normal,1,Rising Pune Supergiants,34,0,AB Dinda,"Rajiv Gandhi International Stadium, Uppal",AY Dandekar,CK Nandan,,"the match was played in the city of Hyderabad. the match took place inside Rajiv Gandhi International Stadium, Uppal. Rising Pune Supergiants decided to field after winning the toss. the match was won by Rising Pune Supergiants. the team won by 34 runs. the man of the match was AB Dinda. "
599,2016,Delhi,2016-04-27,Gujarat Lions,Delhi Daredevils,Delhi Daredevils,field,normal,0,Gujarat Lions,1,0,CH Morris,Feroz Shah Kotla,M Erasmus,S Ravi,,the match was played in the city of Delhi. the venue for this match was Feroz Shah Kotla. the toss was won by Delhi Daredevils and they chose to field. the match was won by Gujarat Lions. the team won by 1 runs. the man of the match was CH Morris. 
600,2016,Mumbai,2016-04-28,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,0,6,RG Sharma,Wankhede Stadium,Nitin Menon,RJ Tucker,,the match was played in the city of Mumbai. the match took place inside Wankhede Stadium. Mumbai Indians decided to field after winning the toss. the match was won by Mumbai Indians. the team won with 6 wickets to spare. RG Sharma took home the man of the match. 
601,2016,Pune,2016-04-29,Rising Pune Supergiants,Gujarat Lions,Gujarat Lions,field,normal,0,Gujarat Lions,0,3,DR Smith,Maharashtra Cricket Association Stadium,CB Gaffaney,BNJ Oxenford,,the city of Pune was the host for match. the venue for this match was Maharashtra Cricket Association Stadium. the toss was won by Gujarat Lions and they chose to field. Gujarat Lions emerged victorious. the team won with 3 wickets to spare. the man of the match was DR Smith. 
602,2016,Delhi,2016-04-30,Delhi Daredevils,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Delhi Daredevils,27,0,CR Brathwaite,Feroz Shah Kotla,KN Ananthapadmanabhan,M Erasmus,,the match was played in the city of Delhi. the match took place inside Feroz Shah Kotla. Kolkata Knight Riders decided to field after winning the toss. Delhi Daredevils emerged victorious. the team won by 27 runs. CR Brathwaite took home the man of the match. 
603,2016,Hyderabad,2016-04-30,Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Sunrisers Hyderabad,15,0,DA Warner,"Rajiv Gandhi International Stadium, Uppal",AK Chaudhary,HDPK Dharmasena,,"the city of Hyderabad was the host for match. the venue for this match was Rajiv Gandhi International Stadium, Uppal. Royal Challengers Bangalore decided to field after winning the toss. Sunrisers Hyderabad emerged victorious. the team won by 15 runs. DA Warner took home the man of the match. "
604,2016,Rajkot,2016-05-01,Kings XI Punjab,Gujarat Lions,Gujarat Lions,field,normal,0,Kings XI Punjab,23,0,AR Patel,Saurashtra Cricket Association Stadium,BNJ Oxenford,VK Sharma,,the match was played in the city of Rajkot. the match took place inside Saurashtra Cricket Association Stadium. the toss was won by Gujarat Lions and they chose to field. the match was won by Kings XI Punjab. the team won by 23 runs. the man of the match was AR Patel. 
605,2016,Pune,2016-05-01,Rising Pune Supergiants,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,0,8,RG Sharma,Maharashtra Cricket Association Stadium,AY Dandekar,RJ Tucker,,the match was played in the city of Pune. the venue for this match was Maharashtra Cricket Association Stadium. the toss was won by Mumbai Indians and they chose to field. Mumbai Indians emerged victorious. the team won with 8 wickets to spare. RG Sharma took home the man of the match. 
606,2016,Bangalore,2016-05-02,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,5,AD Russell,M Chinnaswamy Stadium,M Erasmus,S Ravi,,the match was played in the city of Bangalore. the venue for this match was M Chinnaswamy Stadium. Kolkata Knight Riders decided to field after winning the toss. Kolkata Knight Riders emerged victorious. the team won with 5 wickets to spare. AD Russell took home the man of the match. 
607,2016,Rajkot,2016-05-03,Gujarat Lions,Delhi Daredevils,Delhi Daredevils,field,normal,0,Delhi Daredevils,0,8,RR Pant,Saurashtra Cricket Association Stadium,CB Gaffaney,BNJ Oxenford,,the city of Rajkot was the host for match. the venue for this match was Saurashtra Cricket Association Stadium. Delhi Daredevils decided to field after winning the toss. Delhi Daredevils emerged victorious. the team won with 8 wickets to spare. the man of the match was RR Pant. 
608,2016,Kolkata,2016-05-04,Kolkata Knight Riders,Kings XI Punjab,Kings XI Punjab,field,normal,0,Kolkata Knight Riders,7,0,AD Russell,Eden Gardens,AK Chaudhary,HDPK Dharmasena,,the city of Kolkata was the host for match. the venue for this match was Eden Gardens. Kings XI Punjab decided to field after winning the toss. Kolkata Knight Riders emerged victorious. the team won by 7 runs. AD Russell took home the man of the match. 
609,2016,Delhi,2016-05-05,Delhi Daredevils,Rising Pune Supergiants,Rising Pune Supergiants,field,normal,0,Rising Pune Supergiants,0,7,AM Rahane,Feroz Shah Kotla,C Shamshuddin,RJ Tucker,,the match was played in the city of Delhi. the match took place inside Feroz Shah Kotla. Rising Pune Supergiants decided to field after winning the toss. the match was won by Rising Pune Supergiants. the team won with 7 wickets to spare. AM Rahane took home the man of the match. 
610,2016,Hyderabad,2016-05-06,Gujarat Lions,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Sunrisers Hyderabad,0,5,B Kumar,"Rajiv Gandhi International Stadium, Uppal",M Erasmus,S Ravi,,"the match was played in the city of Hyderabad. the match took place inside Rajiv Gandhi International Stadium, Uppal. the toss was won by Sunrisers Hyderabad and they chose to field. the match was won by Sunrisers Hyderabad. the team won with 5 wickets to spare. the man of the match was B Kumar. "
611,2016,Bangalore,2016-05-07,Rising Pune Supergiants,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,0,7,V Kohli,M Chinnaswamy Stadium,CB Gaffaney,BNJ Oxenford,,the match was played in the city of Bangalore. the venue for this match was M Chinnaswamy Stadium. Royal Challengers Bangalore decided to field after winning the toss. Royal Challengers Bangalore emerged victorious. the team won with 7 wickets to spare. the man of the match was V Kohli. 
612,2016,Chandigarh,2016-05-07,Kings XI Punjab,Delhi Daredevils,Delhi Daredevils,field,normal,0,Kings XI Punjab,9,0,MP Stoinis,"Punjab Cricket Association IS Bindra Stadium, Mohali",HDPK Dharmasena,CK Nandan,,"the match was played in the city of Chandigarh. the venue for this match was Punjab Cricket Association IS Bindra Stadium, Mohali. the toss was won by Delhi Daredevils and they chose to field. the match was won by Kings XI Punjab. the team won by 9 runs. MP Stoinis took home the man of the match. "
613,2016,Visakhapatnam,2016-05-08,Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,field,normal,0,Sunrisers Hyderabad,85,0,A Nehra,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,S Ravi,C Shamshuddin,,the city of Visakhapatnam was the host for match. the match took place inside Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium. Mumbai Indians decided to field after winning the toss. Sunrisers Hyderabad emerged victorious. the team won by 85 runs. A Nehra took home the man of the match. 
614,2016,Kolkata,2016-05-08,Kolkata Knight Riders,Gujarat Lions,Gujarat Lions,field,normal,0,Gujarat Lions,0,5,P Kumar,Eden Gardens,M Erasmus,RJ Tucker,,the city of Kolkata was the host for match. the match took place inside Eden Gardens. the toss was won by Gujarat Lions and they chose to field. Gujarat Lions emerged victorious. the team won with 5 wickets to spare. P Kumar took home the man of the match. 
615,2016,Chandigarh,2016-05-09,Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,field,normal,0,Royal Challengers Bangalore,1,0,SR Watson,"Punjab Cricket Association IS Bindra Stadium, Mohali",AK Chaudhary,HDPK Dharmasena,,"the city of Chandigarh was the host for match. the venue for this match was Punjab Cricket Association IS Bindra Stadium, Mohali. Kings XI Punjab decided to field after winning the toss. the match was won by Royal Challengers Bangalore. the team won by 1 runs. SR Watson took home the man of the match. "
616,2016,Visakhapatnam,2016-05-10,Sunrisers Hyderabad,Rising Pune Supergiants,Sunrisers Hyderabad,bat,normal,0,Sunrisers Hyderabad,4,0,A Zampa,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,CB Gaffaney,VK Sharma,,the match was played in the city of Visakhapatnam. the match took place inside Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium. the toss was won by Sunrisers Hyderabad and they chose to bat. the match was won by Sunrisers Hyderabad. the team won by 4 runs. A Zampa took home the man of the match. 
617,2016,Bangalore,2016-05-11,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,0,6,KH Pandya,M Chinnaswamy Stadium,AY Dandekar,C Shamshuddin,,the city of Bangalore was the host for match. the venue for this match was M Chinnaswamy Stadium. the toss was won by Mumbai Indians and they chose to field. the match was won by Mumbai Indians. the team won with 6 wickets to spare. KH Pandya took home the man of the match. 
618,2016,Hyderabad,2016-05-12,Sunrisers Hyderabad,Delhi Daredevils,Delhi Daredevils,field,normal,0,Delhi Daredevils,0,7,CH Morris,"Rajiv Gandhi International Stadium, Uppal",K Bharatan,M Erasmus,,"the city of Hyderabad was the host for match. the match took place inside Rajiv Gandhi International Stadium, Uppal. the toss was won by Delhi Daredevils and they chose to field. the match was won by Delhi Daredevils. the team won with 7 wickets to spare. CH Morris took home the man of the match. "
619,2016,Visakhapatnam,2016-05-13,Mumbai Indians,Kings XI Punjab,Mumbai Indians,bat,normal,0,Kings XI Punjab,0,7,MP Stoinis,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,HDPK Dharmasena,CK Nandan,,the match was played in the city of Visakhapatnam. the match took place inside Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium. Mumbai Indians decided to bat after winning the toss. Kings XI Punjab emerged victorious. the team won with 7 wickets to spare. the man of the match was MP Stoinis. 
620,2016,Bangalore,2016-05-14,Royal Challengers Bangalore,Gujarat Lions,Gujarat Lions,field,normal,0,Royal Challengers Bangalore,144,0,AB de Villiers,M Chinnaswamy Stadium,AY Dandekar,VK Sharma,,the city of Bangalore was the host for match. the venue for this match was M Chinnaswamy Stadium. the toss was won by Gujarat Lions and they chose to field. Royal Challengers Bangalore emerged victorious. the team won by 144 runs. AB de Villiers took home the man of the match. 
621,2016,Kolkata,2016-05-14,Rising Pune Supergiants,Kolkata Knight Riders,Rising Pune Supergiants,bat,normal,1,Kolkata Knight Riders,0,8,YK Pathan,Eden Gardens,A Nand Kishore,BNJ Oxenford,,the city of Kolkata was the host for match. the venue for this match was Eden Gardens. the toss was won by Rising Pune Supergiants and they chose to bat. Kolkata Knight Riders emerged victorious. the team won with 8 wickets to spare. YK Pathan took home the man of the match. 
622,2016,Chandigarh,2016-05-15,Kings XI Punjab,Sunrisers Hyderabad,Kings XI Punjab,bat,normal,0,Sunrisers Hyderabad,0,7,HM Amla,"Punjab Cricket Association IS Bindra Stadium, Mohali",KN Ananthapadmanabhan,M Erasmus,,"the match was played in the city of Chandigarh. the venue for this match was Punjab Cricket Association IS Bindra Stadium, Mohali. Kings XI Punjab decided to bat after winning the toss. the match was won by Sunrisers Hyderabad. the team won with 7 wickets to spare. the man of the match was HM Amla. "
623,2016,Visakhapatnam,2016-05-15,Mumbai Indians,Delhi Daredevils,Delhi Daredevils,field,normal,0,Mumbai Indians,80,0,KH Pandya,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Nitin Menon,CK Nandan,,the match was played in the city of Visakhapatnam. the match took place inside Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium. the toss was won by Delhi Daredevils and they chose to field. Mumbai Indians emerged victorious. the team won by 80 runs. KH Pandya took home the man of the match. 
624,2016,Kolkata,2016-05-16,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,0,9,V Kohli,Eden Gardens,CB Gaffaney,A Nand Kishore,,the match was played in the city of Kolkata. the match took place inside Eden Gardens. the toss was won by Royal Challengers Bangalore and they chose to field. Royal Challengers Bangalore emerged victorious. the team won with 9 wickets to spare. the man of the match was V Kohli. 
625,2016,Visakhapatnam,2016-05-17,Delhi Daredevils,Rising Pune Supergiants,Rising Pune Supergiants,field,normal,1,Rising Pune Supergiants,19,0,AB Dinda,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Nitin Menon,C Shamshuddin,,the match was played in the city of Visakhapatnam. the venue for this match was Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium. Rising Pune Supergiants decided to field after winning the toss. the match was won by Rising Pune Supergiants. the team won by 19 runs. AB Dinda took home the man of the match. 
626,2016,Bangalore,2016-05-18,Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,field,normal,1,Royal Challengers Bangalore,82,0,V Kohli,M Chinnaswamy Stadium,KN Ananthapadmanabhan,M Erasmus,,the match was played in the city of Bangalore. the venue for this match was M Chinnaswamy Stadium. Kings XI Punjab decided to field after winning the toss. Royal Challengers Bangalore emerged victorious. the team won by 82 runs. the man of the match was V Kohli. 
627,2016,Kanpur,2016-05-19,Kolkata Knight Riders,Gujarat Lions,Gujarat Lions,field,normal,0,Gujarat Lions,0,6,DR Smith,Green Park,AK Chaudhary,CK Nandan,,the city of Kanpur was the host for match. the match took place inside Green Park. Gujarat Lions decided to field after winning the toss. Gujarat Lions emerged victorious. the team won with 6 wickets to spare. DR Smith took home the man of the match. 
628,2016,Raipur,2016-05-20,Sunrisers Hyderabad,Delhi Daredevils,Delhi Daredevils,field,normal,0,Delhi Daredevils,0,6,KK Nair,Shaheed Veer Narayan Singh International Stadium,A Nand Kishore,BNJ Oxenford,,the city of Raipur was the host for match. the venue for this match was Shaheed Veer Narayan Singh International Stadium. Delhi Daredevils decided to field after winning the toss. the match was won by Delhi Daredevils. the team won with 6 wickets to spare. the man of the match was KK Nair. 
629,2016,Visakhapatnam,2016-05-21,Kings XI Punjab,Rising Pune Supergiants,Kings XI Punjab,bat,normal,0,Rising Pune Supergiants,0,4,MS Dhoni,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,HDPK Dharmasena,Nitin Menon,,the match was played in the city of Visakhapatnam. the match took place inside Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium. the toss was won by Kings XI Punjab and they chose to bat. Rising Pune Supergiants emerged victorious. the team won with 4 wickets to spare. MS Dhoni took home the man of the match. 
630,2016,Kanpur,2016-05-21,Mumbai Indians,Gujarat Lions,Gujarat Lions,field,normal,0,Gujarat Lions,0,6,SK Raina,Green Park,AK Chaudhary,CK Nandan,,the city of Kanpur was the host for match. the venue for this match was Green Park. the toss was won by Gujarat Lions and they chose to field. Gujarat Lions emerged victorious. the team won with 6 wickets to spare. SK Raina took home the man of the match. 
631,2016,Kolkata,2016-05-22,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Kolkata Knight Riders,22,0,YK Pathan,Eden Gardens,KN Ananthapadmanabhan,M Erasmus,,the match was played in the city of Kolkata. the match took place inside Eden Gardens. the toss was won by Sunrisers Hyderabad and they chose to field. Kolkata Knight Riders emerged victorious. the team won by 22 runs. YK Pathan took home the man of the match. 
632,2016,Raipur,2016-05-22,Delhi Daredevils,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,0,6,V Kohli,Shaheed Veer Narayan Singh International Stadium,A Nand Kishore,BNJ Oxenford,,the city of Raipur was the host for match. the match took place inside Shaheed Veer Narayan Singh International Stadium. the toss was won by Royal Challengers Bangalore and they chose to field. Royal Challengers Bangalore emerged victorious. the team won with 6 wickets to spare. V Kohli took home the man of the match. 
633,2016,Bangalore,2016-05-24,Gujarat Lions,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,0,4,AB de Villiers,M Chinnaswamy Stadium,AK Chaudhary,HDPK Dharmasena,,the city of Bangalore was the host for match. the match took place inside M Chinnaswamy Stadium. Royal Challengers Bangalore decided to field after winning the toss. Royal Challengers Bangalore emerged victorious. the team won with 4 wickets to spare. AB de Villiers took home the man of the match. 
